83 17
#############                                           ###########################
#.p.........#    ########                               #.........................#
#...........######......#                               #.........................#
#...........s...........#                               #.........................#
#...........s...........#                               #.........................#
#...........######......#################################.........................#
#...........#    #..................s..........#..................................#
#...........#    #..b...................s......d.B................................#
#...........#    #..................s..........#..................................#
#############    ##.ss.##################################.........................#
                  #....#                                #.........................#
                  #....#                                #.h.......................#
                  #....#                                ###########################
                ###....###                                                         
                #........#                                                         
                #...kh.H.#                                                         
                ##########                                                         
